#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 01 02 23 00 999 99.0 99.0  2.70 11.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 00 00 999 99.0 99.0  2.70 12.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 03 01 00 999 99.0 99.0  2.60 11.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 03 02 00 999 99.0 99.0  2.50 10.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 03 03 00 999 99.0 99.0  2.60 12.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 04 00 999 99.0 99.0  2.50 12.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 05 00 999 99.0 99.0  2.60 12.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 03 06 00 999 99.0 99.0  2.50 11.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 07 00 999 99.0 99.0  2.50 10.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 08 00 999 99.0 99.0  2.40 10.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 09 00 999 99.0 99.0  2.40 12.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 10 00 999 99.0 99.0  2.30 11.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 11 00 999 99.0 99.0  2.20 10.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 12 00 999 99.0 99.0  2.30 10.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 03 13 00 999 99.0 99.0  2.30 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 03 14 00 999 99.0 99.0  2.20 11.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 15 00 999 99.0 99.0  2.10 10.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 16 00 999 99.0 99.0  2.20 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 03 17 00 999 99.0 99.0  2.20 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 03 18 00 999 99.0 99.0  2.10 11.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 19 00 999 99.0 99.0  2.20 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 03 20 00 999 99.0 99.0  2.30 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 03 21 00 999 99.0 99.0  2.20 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 03 22 00 999 99.0 99.0  2.50 13.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 03 23 00 999 99.0 99.0  2.20 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 00 00 999 99.0 99.0  2.50 13.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 04 01 00 999 99.0 99.0  2.40 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 02 00 999 99.0 99.0  2.40 12.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 04 03 00 999 99.0 99.0  2.30 12.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 04 04 00 999 99.0 99.0  2.40 14.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 04 05 00 999 99.0 99.0  2.30 14.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 04 06 00 999 99.0 99.0  2.20 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 07 00 999 99.0 99.0  2.30 12.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 04 08 00 999 99.0 99.0  2.20 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 09 00 999 99.0 99.0  2.20 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 10 00 999 99.0 99.0  2.20 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 11 00 999 99.0 99.0  2.20 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 12 00 999 99.0 99.0  2.40 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 13 00 999 99.0 99.0  2.30 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 14 00 999 99.0 99.0  2.40 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 15 00 999 99.0 99.0  2.50 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 16 00 999 99.0 99.0  2.40 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 17 00 999 99.0 99.0  2.20 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 18 00 999 99.0 99.0  2.60 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 19 00 999 99.0 99.0  2.40 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 20 00 999 99.0 99.0  2.50 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 21 00 999 99.0 99.0  2.50 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 22 00 999 99.0 99.0  2.20 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 04 23 00 999 99.0 99.0  2.30 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 00 00 999 99.0 99.0  2.20 12.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 05 01 00 999 99.0 99.0  2.10 12.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 05 02 00 999 99.0 99.0  2.10 13.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 05 03 00 999 99.0 99.0  2.10 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 04 00 999 99.0 99.0  2.10 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 05 00 999 99.0 99.0  2.10 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 06 00 999 99.0 99.0  2.00 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 07 00 999 99.0 99.0  2.10 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 08 00 999 99.0 99.0  2.00 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 09 00 999 99.0 99.0  2.00 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 10 00 999 99.0 99.0  1.90 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 11 00 999 99.0 99.0  2.00 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 12 00 999 99.0 99.0  2.00 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 13 00 999 99.0 99.0  2.00  7.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 14 00 999 99.0 99.0  2.10 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 15 00 999 99.0 99.0  2.20 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 16 00 999 99.0 99.0  2.20 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 17 00 999 99.0 99.0  2.10 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 18 00 999 99.0 99.0  2.10 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 19 00 999 99.0 99.0  2.20 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 20 00 999 99.0 99.0  2.30 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 21 00 999 99.0 99.0  2.10 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 22 00 999 99.0 99.0  2.20  6.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 05 23 00 999 99.0 99.0  2.00 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 00 00 999 99.0 99.0  2.20  6.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 06 01 00 999 99.0 99.0  2.20 11.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 06 02 00 999 99.0 99.0  2.10 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 03 00 999 99.0 99.0  2.00  7.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 04 00 999 99.0 99.0  2.00  6.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 05 00 999 99.0 99.0  2.10  7.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 06 00 999 99.0 99.0  2.00  7.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 07 00 999 99.0 99.0  2.10  7.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 08 00 999 99.0 99.0  1.90  7.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 09 00 999 99.0 99.0  1.80 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 10 00 999 99.0 99.0  1.80  6.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 11 00 999 99.0 99.0  1.80  7.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 12 00 999 99.0 99.0  1.90 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 13 00 999 99.0 99.0  1.90 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 14 00 999 99.0 99.0  1.80 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 15 00 999 99.0 99.0  1.90 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 16 00 999 99.0 99.0  1.80 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 17 00 999 99.0 99.0  1.80 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 18 00 999 99.0 99.0  1.80 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 19 00 999 99.0 99.0  1.80 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 20 00 999 99.0 99.0  1.50 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 21 00 999 99.0 99.0  1.70 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 06 22 00 999 99.0 99.0  1.60 11.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 06 23 00 999 99.0 99.0  1.50 11.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 07 00 00 999 99.0 99.0  1.50  9.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 07 01 00 999 99.0 99.0  1.60  7.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 07 02 00 999 99.0 99.0  1.60 12.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 07 03 00 999 99.0 99.0  1.50  7.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 07 04 00 999 99.0 99.0  1.50  8.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 07 05 00 999 99.0 99.0  1.40 12.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 07 06 00 999 99.0 99.0  1.30 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 07 07 00 999 99.0 99.0  1.30  8.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 07 08 00 999 99.0 99.0  1.40  8.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 07 09 00 999 99.0 99.0  1.40  8.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 07 10 00 999 99.0 99.0  1.30  7.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 07 11 00 999 99.0 99.0  1.40  7.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 07 12 00 999 99.0 99.0  1.50  6.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 07 13 00 999 99.0 99.0  1.40 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 07 14 00 999 99.0 99.0  1.40 11.00 99.00 999 9999.0 999.0  23.9 999.0 99.0 99.00
2008 01 07 15 00 999 99.0 99.0  1.50 12.00 99.00 999 9999.0 999.0  23.8 999.0 99.0 99.00
2008 01 07 16 00 999 99.0 99.0  1.40 11.00 99.00 999 9999.0 999.0  23.8 999.0 99.0 99.00
2008 01 07 17 00 999 99.0 99.0  1.40 11.00 99.00 999 9999.0 999.0  23.8 999.0 99.0 99.00
2008 01 07 18 00 999 99.0 99.0  1.50 11.00 99.00 999 9999.0 999.0  23.9 999.0 99.0 99.00
2008 01 07 19 00 999 99.0 99.0  1.30 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 07 20 00 999 99.0 99.0  1.30 12.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 07 21 00 999 99.0 99.0  1.30 10.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 07 22 00 999 99.0 99.0  1.20 10.00 99.00 999 9999.0 999.0  24.6 999.0 99.0 99.00
2008 01 07 23 00 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  24.6 999.0 99.0 99.00
2008 01 08 00 00 999 99.0 99.0  1.20  9.00 99.00 999 9999.0 999.0  24.8 999.0 99.0 99.00
2008 01 08 01 00 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  24.4 999.0 99.0 99.00
2008 01 08 02 00 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  24.3 999.0 99.0 99.00
2008 01 08 03 00 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 08 04 00 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 08 05 00 999 99.0 99.0  1.30  9.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 08 06 00 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 08 07 00 999 99.0 99.0  1.10  9.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 08 00 999 99.0 99.0  1.10 11.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 08 09 00 999 99.0 99.0  1.00 11.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 08 10 00 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 08 11 00 999 99.0 99.0  1.10  8.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 08 12 00 999 99.0 99.0  1.20 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 13 00 999 99.0 99.0  1.10  8.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 14 00 999 99.0 99.0  1.00  9.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 15 00 999 99.0 99.0  1.00  9.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 16 00 999 99.0 99.0  1.00 10.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 17 00 999 99.0 99.0  1.00  8.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 18 00 999 99.0 99.0  1.10  8.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 19 00 999 99.0 99.0  1.00  8.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 20 00 999 99.0 99.0  1.00  9.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 08 21 00 999 99.0 99.0  1.10  9.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 08 22 00 999 99.0 99.0  1.10 12.00 99.00 999 9999.0 999.0  24.8 999.0 99.0 99.00
2008 01 08 23 00 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  25.2 999.0 99.0 99.00
2008 01 09 00 00 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  24.5 999.0 99.0 99.00
2008 01 09 01 00 999 99.0 99.0  1.30 14.00 99.00 999 9999.0 999.0  24.4 999.0 99.0 99.00
2008 01 09 02 00 999 99.0 99.0  1.20  9.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 09 03 00 999 99.0 99.0  1.20 14.00 99.00 999 9999.0 999.0  24.4 999.0 99.0 99.00
2008 01 09 04 00 999 99.0 99.0  1.20  8.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 09 05 00 999 99.0 99.0  1.20 12.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 09 06 00 999 99.0 99.0  1.40 12.00 99.00 999 9999.0 999.0  24.3 999.0 99.0 99.00
2008 01 09 07 00 999 99.0 99.0  1.40 12.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 09 08 00 999 99.0 99.0  1.30 12.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 09 09 00 999 99.0 99.0  1.40 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 09 10 00 999 99.0 99.0  1.40 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 09 11 00 999 99.0 99.0  1.40 11.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 09 12 00 999 99.0 99.0  1.40 11.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 09 13 00 999 99.0 99.0  1.50 15.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 09 14 00 999 99.0 99.0  1.50 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 09 15 00 999 99.0 99.0  1.40 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 09 16 00 999 99.0 99.0  1.40 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 09 17 00 999 99.0 99.0  1.40 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 09 18 00 999 99.0 99.0  1.40 13.00 99.00 999 9999.0 999.0  23.9 999.0 99.0 99.00
2008 01 09 19 00 999 99.0 99.0  1.40 14.00 99.00 999 9999.0 999.0  23.9 999.0 99.0 99.00
2008 01 09 20 00 999 99.0 99.0  1.40 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 09 21 00 999 99.0 99.0  1.40 13.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 09 22 00 999 99.0 99.0  1.50 13.00 99.00 999 9999.0 999.0  24.3 999.0 99.0 99.00
2008 01 09 23 00 999 99.0 99.0  1.40  9.00 99.00 999 9999.0 999.0  24.8 999.0 99.0 99.00
2008 01 10 00 00 999 99.0 99.0  1.60 13.00 99.00 999 9999.0 999.0  24.3 999.0 99.0 99.00
2008 01 10 01 00 999 99.0 99.0  1.60 12.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 10 02 00 999 99.0 99.0  1.60 13.00 99.00 999 9999.0 999.0  24.3 999.0 99.0 99.00
2008 01 10 03 00 999 99.0 99.0  1.70  9.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 10 04 00 999 99.0 99.0  1.90  9.00 99.00 999 9999.0 999.0  24.2 999.0 99.0 99.00
2008 01 10 05 00 999 99.0 99.0  2.00  9.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 10 06 00 999 99.0 99.0  1.80  9.00 99.00 999 9999.0 999.0  24.1 999.0 99.0 99.00
2008 01 10 07 00 999 99.0 99.0  1.80 14.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 10 08 00 999 99.0 99.0  1.80 15.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 10 09 00 999 99.0 99.0  1.90 15.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 10 10 00 999 99.0 99.0  1.80 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 10 11 00 999 99.0 99.0  1.70 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
2008 01 10 12 00 999 99.0 99.0  1.70 13.00 99.00 999 9999.0 999.0  24.0 999.0 99.0 99.00
