#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 03 02 04 999 99.0 99.0  1.57  9.88  7.05  23 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 03 02 34 999 99.0 99.0  1.66 11.11  7.16  10 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 03 03 04 999 99.0 99.0  1.60  9.88  7.01  12 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 03 03 34 999 99.0 99.0  1.73  9.88  7.36  24 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 03 04 04 999 99.0 99.0  1.63 11.11  7.02  26 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 03 04 34 999 99.0 99.0  1.65 11.11  7.13  15 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 03 05 04 999 99.0 99.0  1.70  9.88  7.31  19 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 05 34 999 99.0 99.0  1.70 11.11  7.10  17 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 06 04 999 99.0 99.0  1.61  9.09  6.92  26 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 06 34 999 99.0 99.0  1.70 10.53  6.98  10 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 07 04 999 99.0 99.0  1.67 10.53  6.91  15 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 07 34 999 99.0 99.0  1.53  7.69  6.70  29 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 08 04 999 99.0 99.0  1.63 10.53  6.88   5 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 08 34 999 99.0 99.0  1.56  9.88  6.92  32 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 09 04 999 99.0 99.0  1.69 10.53  7.25   8 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 09 34 999 99.0 99.0  1.54  9.88  7.06   6 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 10 04 999 99.0 99.0  1.45  8.33  6.96  29 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 10 34 999 99.0 99.0  1.52 10.53  7.06  22 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 11 04 999 99.0 99.0  1.52  9.88  7.06  22 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 11 34 999 99.0 99.0  1.48 10.53  6.92  12 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 12 04 999 99.0 99.0  1.59  9.09  7.20  17 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 12 34 999 99.0 99.0  1.50  9.88  6.87  27 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 13 04 999 99.0 99.0  1.39 10.53  6.97   5 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 13 34 999 99.0 99.0  1.45  8.33  6.93  57 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 14 04 999 99.0 99.0  1.44  8.33  7.04  40 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 14 34 999 99.0 99.0  1.53  9.88  7.19  36 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 15 04 999 99.0 99.0  1.35  9.88  6.98  26 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 15 34 999 99.0 99.0  1.43  9.88  6.93  34 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 16 04 999 99.0 99.0  1.51  7.69  7.13  50 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 16 34 999 99.0 99.0  1.38  9.09  6.95  33 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 17 04 999 99.0 99.0  1.41  8.33  6.86  57 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 17 34 999 99.0 99.0  1.41 10.53  6.96  40 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 18 04 999 99.0 99.0  1.29  9.09  6.40  47 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 18 34 999 99.0 99.0  1.21  9.09  6.50  69 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 19 04 999 99.0 99.0  1.32 10.53  6.92  30 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 19 34 999 99.0 99.0  1.29  8.33  6.82  78 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 20 04 999 99.0 99.0  1.23  8.33  6.88  71 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 20 34 999 99.0 99.0  1.28  9.09  7.02  67 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 21 04 999 99.0 99.0  1.18  9.88  6.78  54 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 21 34 999 99.0 99.0  1.13  8.33  6.77  82 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 22 04 999 99.0 99.0  1.24  9.88  7.06  48 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 22 34 999 99.0 99.0  1.28  9.88  7.17  27 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 03 23 04 999 99.0 99.0  1.33  8.33  7.09  68 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 03 23 34 999 99.0 99.0  1.18  9.09  6.81  50 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 00 04 999 99.0 99.0  1.28  8.33  7.10  72 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 00 34 999 99.0 99.0  1.32  9.09  7.03  53 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 01 04 999 99.0 99.0  1.23  8.33  6.98  75 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 01 34 999 99.0 99.0  1.20  9.09  6.91  67 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 02 04 999 99.0 99.0  1.14  9.09  6.95  71 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 02 34 999 99.0 99.0  1.29  9.09  7.14  67 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 03 04 999 99.0 99.0  1.31  8.33  7.15  71 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 03 34 999 99.0 99.0  1.21  8.33  7.01  64 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 04 04 999 99.0 99.0  1.16  9.88  7.13  33 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 04 34 999 99.0 99.0  1.17  9.88  7.15  39 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 05 04 999 99.0 99.0  1.32  8.33  7.46  68 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 05 34 999 99.0 99.0  1.27  8.33  7.29  78 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 06 04 999 99.0 99.0  1.27  9.09  7.30  51 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 06 34 999 99.0 99.0  1.26  8.33  7.02  67 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 07 04 999 99.0 99.0  1.18  8.33  7.01  68 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 07 34 999 99.0 99.0  1.34 14.29  7.51 358 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 08 04 999 99.0 99.0  1.45 14.29  7.63   3 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 08 34 999 99.0 99.0  1.49  8.33  7.57  51 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 09 04 999 99.0 99.0  1.50 14.29  7.93 358 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 09 34 999 99.0 99.0  1.65 12.50  8.34 349 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 10 04 999 99.0 99.0  1.87 14.29  8.78 356 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 10 34 999 99.0 99.0  1.78 12.50  8.07 359 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 11 04 999 99.0 99.0  2.02 12.50  8.19 352 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 11 34 999 99.0 99.0  2.25 13.33  8.71 351 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 12 04 999 99.0 99.0  2.24 14.29  8.50   2 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 12 34 999 99.0 99.0  2.45 14.29  8.90   5 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 13 04 999 99.0 99.0  2.48 14.29  8.78 358 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 13 34 999 99.0 99.0  2.65 13.33  9.07 359 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 14 04 999 99.0 99.0  2.57 13.33  8.91   2 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 14 34 999 99.0 99.0  2.59 13.33  9.16   1 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 15 04 999 99.0 99.0  2.60 13.33  9.11 355 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 15 34 999 99.0 99.0  2.54 12.50  9.16 356 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 16 04 999 99.0 99.0  2.68 13.33  9.26 356 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 16 34 999 99.0 99.0  2.89 12.50  9.56 356 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 17 04 999 99.0 99.0  2.53 12.50  8.92   1 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 17 34 999 99.0 99.0  2.48 13.33  8.87 352 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 18 04 999 99.0 99.0  2.67 12.50  9.30 354 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 18 34 999 99.0 99.0  2.41 13.33  8.89 355 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 19 04 999 99.0 99.0  2.36 12.50  8.64 359 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 19 34 999 99.0 99.0  2.52 12.50  9.01 355 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 20 04 999 99.0 99.0  2.32 12.50  8.47 359 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 20 34 999 99.0 99.0  2.31 11.76  8.51 354 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 21 04 999 99.0 99.0  2.49 11.76  8.87   1 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 21 34 999 99.0 99.0  2.51 12.50  8.84   2 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 22 04 999 99.0 99.0  2.37 11.11  8.33 349 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 22 34 999 99.0 99.0  2.23 11.76  8.40   1 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 23 04 999 99.0 99.0  2.27 11.11  8.43 352 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 23 34 999 99.0 99.0  2.17 12.50  7.94 358 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 00 04 999 99.0 99.0  2.17 11.76  7.85 352 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 00 34 999 99.0 99.0  2.12 12.50  8.03 348 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 01 04 999 99.0 99.0  2.20 12.50  8.07   1 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 01 34 999 99.0 99.0  2.10 11.11  7.65 354 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 02 04 999 99.0 99.0  2.15 11.11  7.78 347 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 02 34 999 99.0 99.0  2.09 11.11  7.68 354 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 03 04 999 99.0 99.0  2.01 12.50  7.10 349 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 03 34 999 99.0 99.0  2.38 11.11  7.75 352 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 04 04 999 99.0 99.0  2.21 11.76  7.40 347 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 04 34 999 99.0 99.0  2.28 12.50  7.48   5 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 05 04 999 99.0 99.0  2.32 11.11  7.50 352 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 05 34 999 99.0 99.0  2.13 11.11  6.82 352 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 06 04 999 99.0 99.0  2.07 11.11  6.50 355 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 06 34 999 99.0 99.0  2.14 11.11  6.92 351 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 07 04 999 99.0 99.0  2.04 11.76  6.51   9 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 07 34 999 99.0 99.0  2.12 10.53  7.13 349 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 08 04 999 99.0 99.0  1.94 11.76  6.78   6 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 08 34 999 99.0 99.0  1.93 11.76  7.02   8 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 09 04 999 99.0 99.0  1.76 11.11  6.71  13 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 09 34 999 99.0 99.0  1.93 11.76  7.42   6 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 10 04 999 99.0 99.0  1.69 11.11  7.07  10 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 10 34 999 99.0 99.0  1.94 10.53  7.47 359 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 11 04 999 99.0 99.0  1.80 11.11  7.38 355 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 11 34 999 99.0 99.0  1.98 11.11  7.73 358 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 12 04 999 99.0 99.0  1.87  9.88  7.36 352 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 12 34 999 99.0 99.0  1.83 11.76  7.29   1 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 13 34 999 99.0 99.0  1.86 11.11  7.39 358 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 14 04 999 99.0 99.0  1.93 11.11  7.47 358 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 14 34 999 99.0 99.0  1.75 11.76  7.41   8 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 15 04 999 99.0 99.0  1.83 10.53  7.61   1 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 15 34 999 99.0 99.0  1.78  9.88  7.25   3 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 16 04 999 99.0 99.0  1.70 11.11  7.32   9 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 16 34 999 99.0 99.0  1.75 10.53  7.71   8 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 17 04 999 99.0 99.0  1.81 11.76  8.02  10 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 17 34 999 99.0 99.0  1.81 10.53  7.89   5 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 18 04 999 99.0 99.0  1.79 10.53  7.75   6 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 18 34 999 99.0 99.0  1.90 10.53  8.10  13 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 19 04 999 99.0 99.0  1.66 11.76  7.68  15 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 19 34 999 99.0 99.0  1.77  9.88  7.89   3 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 20 04 999 99.0 99.0  1.74 12.50  8.02  19 9999.0 999.0  24.4 999.0 99.0 99.00
2017 01 05 20 34 999 99.0 99.0  1.65 10.53  7.85 349 9999.0 999.0  24.3 999.0 99.0 99.00
