#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 01 15 41 999 99.0 99.0  1.98  9.88  7.77  23 9999.0 999.0  24.2 999.0 99.0 99.00
2013 01 01 16 11 999 99.0 99.0  2.05 15.38  7.89 351 9999.0 999.0  24.2 999.0 99.0 99.00
2013 01 01 16 41 999 99.0 99.0  1.94 14.29  7.75 349 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 17 11 999 99.0 99.0  1.90 14.29  7.65 348 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 17 41 999 99.0 99.0  1.92 14.29  7.18 345 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 18 11 999 99.0 99.0  2.01 14.29  6.95 347 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 18 41 999 99.0 99.0  2.04 15.38  6.85 347 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 19 11 999 99.0 99.0  1.93  9.09  6.55  69 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 19 41 999 99.0 99.0  2.08  9.88  6.40  27 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 20 11 999 99.0 99.0  2.15  9.88  6.35  55 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 20 41 999 99.0 99.0  2.20  9.88  6.01  74 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 21 11 999 99.0 99.0  2.25  9.09  5.85  53 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 21 41 999 99.0 99.0  2.33  5.88  5.90  17 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 22 11 999 99.0 99.0  2.31 10.53  5.95  51 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 22 41 999 99.0 99.0  2.46  9.88  6.25  60 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 23 11 999 99.0 99.0  2.67  9.88  6.50  50 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 01 23 41 999 99.0 99.0  2.63  9.88  6.52  64 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 00 11 999 99.0 99.0  2.61 10.53  6.56  47 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 00 41 999 99.0 99.0  2.65 10.53  6.54  54 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 01 11 999 99.0 99.0  2.69 10.53  6.67  26 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 01 41 999 99.0 99.0  2.77  9.88  6.63  51 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 02 11 999 99.0 99.0  2.60 12.50  6.43 344 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 02 41 999 99.0 99.0  2.69 10.53  6.53 351 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 03 11 999 99.0 99.0  2.75  9.88  6.53  53 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 03 41 999 99.0 99.0  2.66  9.09  6.47  41 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 04 11 999 99.0 99.0  2.96  9.88  6.88  30 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 04 41 999 99.0 99.0  2.90  9.88  6.60  22 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 05 11 999 99.0 99.0  2.76  6.67  6.50  29 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 05 41 999 99.0 99.0  2.81  7.14  6.34  33 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 06 11 999 99.0 99.0  2.82  9.09  6.42  32 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 06 41 999 99.0 99.0  3.06  9.88  6.65  23 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 07 11 999 99.0 99.0  2.75  7.69  6.50  16 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 07 41 999 99.0 99.0  2.69 10.53  6.27   6 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 08 11 999 99.0 99.0  2.56  9.09  6.32  24 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 08 41 999 99.0 99.0  2.84  6.25  6.35  26 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 09 11 999 99.0 99.0  2.94  8.33  6.57  32 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 09 41 999 99.0 99.0  2.76  7.69  6.73  32 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 10 11 999 99.0 99.0  2.70  7.69  6.63  17 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 02 10 41 999 99.0 99.0  2.59 12.50  6.58 335 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 11 11 999 99.0 99.0  2.78 14.29  6.81 341 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 11 41 999 99.0 99.0  2.85  9.88  6.67  54 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 12 11 999 99.0 99.0  2.87  6.67  6.69  33 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 12 41 999 99.0 99.0  2.66 14.29  6.67 341 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 13 11 999 99.0 99.0  2.51 13.33  6.56 355 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 13 41 999 99.0 99.0  2.61  9.88  6.52  33 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 14 11 999 99.0 99.0  2.47 14.29  6.45 352 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 14 41 999 99.0 99.0  2.69  7.14  6.80  33 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 15 11 999 99.0 99.0  2.69  8.33  6.74  41 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 15 41 999 99.0 99.0  2.87  7.69  6.91  16 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 16 11 999 99.0 99.0  2.81  9.09  6.65  24 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 16 41 999 99.0 99.0  2.68  6.25  6.54  43 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 17 11 999 99.0 99.0  2.85  8.33  6.80  24 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 17 41 999 99.0 99.0  2.75 10.53  6.61  26 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 18 11 999 99.0 99.0  2.88  9.09  6.74  33 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 18 41 999 99.0 99.0  2.78 10.53  6.51  13 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 19 11 999 99.0 99.0  2.81  7.14  6.53  39 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 19 41 999 99.0 99.0  2.81  6.67  6.42  47 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 20 11 999 99.0 99.0  2.71  9.09  6.29  30 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 20 41 999 99.0 99.0  2.84 13.33  6.86 345 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 21 11 999 99.0 99.0  2.68  9.88  6.43  10 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 21 41 999 99.0 99.0  2.72  7.14  6.66  46 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 22 11 999 99.0 99.0  2.42 10.53  6.50 348 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 22 41 999 99.0 99.0  2.45  7.14  6.26  44 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 23 11 999 99.0 99.0  2.50  9.88  6.54   3 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 02 23 41 999 99.0 99.0  2.53  7.69  6.36  30 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 00 11 999 99.0 99.0  2.48  6.67  6.35  39 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 00 41 999 99.0 99.0  2.74 11.11  6.66 352 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 01 11 999 99.0 99.0  2.56  6.25  6.24  50 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 01 41 999 99.0 99.0  2.47  7.69  6.43  46 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 02 11 999 99.0 99.0  2.62 11.11  6.51  10 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 02 41 999 99.0 99.0  2.40  8.33  6.34  32 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 03 11 999 99.0 99.0  2.48  7.69  6.35  48 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 03 41 999 99.0 99.0  2.47 10.53  6.49  47 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 04 11 999 99.0 99.0  2.58  7.14  6.48  64 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 04 41 999 99.0 99.0  2.41  7.69  6.23  61 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 05 11 999 99.0 99.0  2.31  7.69  6.18  53 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 05 41 999 99.0 99.0  2.33  7.69  6.13  51 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 06 11 999 99.0 99.0  2.58  7.14  6.42  46 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 06 41 999 99.0 99.0  2.50  9.88  6.37  17 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 07 11 999 99.0 99.0  2.61  7.14  6.30  50 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 07 41 999 99.0 99.0  2.49  6.67  6.17  47 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 08 11 999 99.0 99.0  2.36  7.14  6.06  57 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 08 41 999 99.0 99.0  2.36  8.33  6.29  27 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 09 11 999 99.0 99.0  2.36  7.14  6.35  40 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 09 41 999 99.0 99.0  2.44 12.50  6.56 342 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 10 11 999 99.0 99.0  2.50  9.88  6.62  15 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 10 41 999 99.0 99.0  2.41  7.14  6.46  39 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 11 11 999 99.0 99.0  2.41 11.76  6.65 344 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 11 41 999 99.0 99.0  2.34 11.76  6.31 351 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 12 11 999 99.0 99.0  2.46  9.88  6.52  20 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 12 41 999 99.0 99.0  2.47 11.76  6.47 345 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 13 11 999 99.0 99.0  2.45  9.88  6.26  44 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 13 41 999 99.0 99.0  2.42  6.67  6.21  57 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 14 11 999 99.0 99.0  2.45  7.14  6.24  57 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 14 41 999 99.0 99.0  2.58  9.88  6.42  12 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 15 11 999 99.0 99.0  2.47  9.09  6.51  24 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 15 41 999 99.0 99.0  2.38 14.29  6.29 342 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 16 11 999 99.0 99.0  2.60 11.76  6.48 348 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 16 41 999 99.0 99.0  2.43 10.53  6.39   1 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 17 11 999 99.0 99.0  2.45 14.29  6.52 347 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 17 41 999 99.0 99.0  2.33 11.76  6.52 352 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 18 11 999 99.0 99.0  2.26  8.33  6.31  54 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 18 41 999 99.0 99.0  2.33 14.29  6.25 342 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 03 19 11 999 99.0 99.0  2.30  6.67  6.17  57 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 19 41 999 99.0 99.0  2.32  5.26  5.85  62 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 20 11 999 99.0 99.0  2.41  9.88  6.16  71 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 20 41 999 99.0 99.0  2.39  6.67  6.07  53 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 21 11 999 99.0 99.0  2.46 14.29  6.38 339 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 21 41 999 99.0 99.0  2.48  6.67  5.92  55 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 22 11 999 99.0 99.0  2.54  6.25  6.31  58 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 22 41 999 99.0 99.0  2.41  6.25  6.13  55 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 23 11 999 99.0 99.0  2.33  6.67  6.01  54 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 03 23 41 999 99.0 99.0  2.40  9.88  6.27  29 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 04 00 11 999 99.0 99.0  2.33  5.88  5.92  50 9999.0 999.0  24.1 999.0 99.0 99.00
2013 01 04 00 41 999 99.0 99.0  2.19  9.09  5.91  67 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 01 11 999 99.0 99.0  2.26  7.14  5.89  62 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 01 41 999 99.0 99.0  2.34  6.67  5.90  57 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 02 11 999 99.0 99.0  2.25  9.88  5.83  46 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 02 41 999 99.0 99.0  2.36  6.25  5.81  50 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 03 11 999 99.0 99.0  2.38  6.67  5.86  61 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 03 41 999 99.0 99.0  2.32  7.14  5.86  61 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 04 11 999 99.0 99.0  2.47  6.67  5.86  61 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 04 41 999 99.0 99.0  2.53  6.25  5.79  62 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 05 11 999 99.0 99.0  2.59  9.88  5.98  43 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 05 41 999 99.0 99.0  2.59  5.88  5.84  53 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 06 11 999 99.0 99.0  2.44  5.88  5.73  46 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 06 41 999 99.0 99.0  2.62  6.25  5.89  53 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 07 11 999 99.0 99.0  2.78  5.88  5.91  51 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 07 41 999 99.0 99.0  2.59  6.67  5.89  55 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 08 11 999 99.0 99.0  2.68  6.67  5.93  67 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 09 11 999 99.0 99.0  2.75  6.25  6.08  51 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 09 41 999 99.0 99.0  2.81  6.67  5.96  67 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 10 11 999 99.0 99.0  2.69  7.14  6.00  65 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 10 41 999 99.0 99.0  2.63  6.67  5.82  65 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 11 11 999 99.0 99.0  2.70  6.67  6.08  47 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 11 41 999 99.0 99.0  2.59  6.67  5.96  58 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 12 11 999 99.0 99.0  2.65  7.14  6.01  60 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 12 41 999 99.0 99.0  2.83  6.67  6.03  53 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 13 11 999 99.0 99.0  2.75  7.14  6.30  54 9999.0 999.0  24.0 999.0 99.0 99.00
2013 01 04 13 41 999 99.0 99.0  2.72  7.14  6.26  58 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 14 11 999 99.0 99.0  2.75  7.69  6.12  47 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 14 41 999 99.0 99.0  2.75  7.14  6.12  69 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 15 11 999 99.0 99.0  2.79  7.14  6.21  58 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 16 11 999 99.0 99.0  3.05  7.14  6.49  62 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 16 41 999 99.0 99.0  2.92  7.14  6.34  75 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 17 11 999 99.0 99.0  3.04  7.14  6.44  68 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 17 41 999 99.0 99.0  3.00  7.14  6.33  65 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 18 11 999 99.0 99.0  2.91  7.69  6.17  64 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 18 41 999 99.0 99.0  3.04  6.67  6.27  64 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 19 11 999 99.0 99.0  2.82  7.14  6.14  72 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 19 41 999 99.0 99.0  3.19  7.14  6.29  57 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 20 41 999 99.0 99.0  2.87  7.14  6.09  60 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 21 11 999 99.0 99.0  3.04  7.69  6.29  60 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 21 41 999 99.0 99.0  2.90  7.14  6.13  68 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 22 11 999 99.0 99.0  3.32  7.69  6.41  68 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 22 41 999 99.0 99.0  2.67  7.14  6.03  55 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 23 11 999 99.0 99.0  3.10  7.69  6.22  61 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 04 23 41 999 99.0 99.0  3.22  7.14  6.36  47 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 00 11 999 99.0 99.0  2.93  7.69  6.31  53 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 00 41 999 99.0 99.0  3.00  7.69  6.31  58 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 01 11 999 99.0 99.0  3.23  7.69  6.38  55 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 01 41 999 99.0 99.0  3.04  8.33  6.42  62 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 02 11 999 99.0 99.0  3.17  7.14  6.33  60 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 02 41 999 99.0 99.0  3.16  8.33  6.52  67 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 03 11 999 99.0 99.0  3.15  7.69  6.52  58 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 03 41 999 99.0 99.0  3.44  8.33  6.58  68 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 04 11 999 99.0 99.0  3.28  8.33  6.51  82 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 04 41 999 99.0 99.0  3.55  8.33  6.63  72 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 05 11 999 99.0 99.0  3.34  8.33  6.52  77 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 05 41 999 99.0 99.0  3.50  8.33  6.72  78 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 06 41 999 99.0 99.0  3.23  7.69  6.33  72 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 07 11 999 99.0 99.0  3.64  9.09  6.81  65 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 07 41 999 99.0 99.0  3.74  9.09  6.86  64 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 08 11 999 99.0 99.0  3.56  8.33  6.62  65 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 08 41 999 99.0 99.0  3.87  8.33  6.85  64 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 09 11 999 99.0 99.0  3.89  9.09  6.97  65 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 09 41 999 99.0 99.0  3.80  9.09  6.88  62 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 10 11 999 99.0 99.0  3.57  8.33  6.73  68 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 10 41 999 99.0 99.0  4.16  9.09  7.09  57 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 05 11 11 999 99.0 99.0  3.92  9.09  7.06  61 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 11 41 999 99.0 99.0  3.53  9.09  6.77  62 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 12 11 999 99.0 99.0  3.52  9.09  6.78  57 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 12 41 999 99.0 99.0  4.04  9.88  7.32  57 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 13 11 999 99.0 99.0  4.14  9.09  7.32  68 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 13 41 999 99.0 99.0  4.33  9.09  7.47  64 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 14 11 999 99.0 99.0  4.34  9.88  7.53  65 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 14 41 999 99.0 99.0  4.36  9.88  7.45  48 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 15 11 999 99.0 99.0  4.03  9.09  7.37  75 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 15 41 999 99.0 99.0  3.99 10.53  7.30  57 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 16 11 999 99.0 99.0  4.10  9.88  7.12  64 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 16 41 999 99.0 99.0  4.31  9.88  7.42  68 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 17 11 999 99.0 99.0  4.58  9.09  7.63  69 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 17 41 999 99.0 99.0  4.17 10.53  7.37  60 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 18 11 999 99.0 99.0  3.95 10.53  7.23  46 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 18 41 999 99.0 99.0  4.36  9.88  7.64  57 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 19 11 999 99.0 99.0  4.85  9.88  7.80  53 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 19 41 999 99.0 99.0  5.00  9.88  7.87  62 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 20 11 999 99.0 99.0  4.03  9.88  7.47  57 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 20 41 999 99.0 99.0  4.18  9.88  7.41  60 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 21 11 999 99.0 99.0  4.19 10.53  7.28  53 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 21 41 999 99.0 99.0  4.40  9.88  7.58  58 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 22 11 999 99.0 99.0  4.02 10.53  7.31  57 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 22 41 999 99.0 99.0  5.10  9.88  8.09  58 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 23 11 999 99.0 99.0  4.13 10.53  7.33  46 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 05 23 41 999 99.0 99.0  4.65  9.88  7.79  51 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 06 00 11 999 99.0 99.0  4.54  9.88  7.71  58 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 06 00 41 999 99.0 99.0  4.26  9.88  7.57  54 9999.0 999.0  23.8 999.0 99.0 99.00
2013 01 06 01 11 999 99.0 99.0  4.53  9.88  7.88  57 9999.0 999.0  23.9 999.0 99.0 99.00
2013 01 06 01 41 999 99.0 99.0  4.47 11.11  7.56  55 9999.0 999.0  23.8 999.0 99.0 99.00
